time,cD,cL
6.969,3.11093,-0.637704
6.97,3.10919,-0.660293
6.971,3.11201,-0.643993
6.972,3.09565,-0.585767
6.973,3.10415,-0.561997
6.974,3.09042,-0.575165
6.975,3.09677,-0.561269
6.976,3.08971,-0.563123
6.977,3.09266,-0.518126
6.978,3.0972,-0.523891
6.979,3.09927,-0.469365
6.98,3.11178,-0.479663
6.981,3.11566,-0.459171
6.982,3.11121,-0.448627
6.983,3.11239,-0.402348
6.984,3.11993,-0.413424
6.985,3.12841,-0.340558
6.986,3.1234,-0.351559
6.987,3.13133,-0.343243
6.988,3.12953,-0.302707
6.989,3.13057,-0.243003
6.99,3.12986,-0.222755
6.991,3.13049,-0.221283
6.992,3.12382,-0.222075
6.993,3.12306,-0.222363
6.994,3.12793,-0.18872
6.995,3.09981,-0.0803381
6.996,3.1014,-0.0524823
6.997,3.10069,-0.0527676
6.998,3.10317,-0.0504452
6.999,3.13112,-0.0532733
7,3.11492,-0.0503174
7.001,3.1291,-0.0323839
7.002,3.10675,0.00575288
7.003,3.11884,0.0134695
7.004,3.10642,0.016025
7.005,3.12245,0.0360753
7.006,3.10435,0.0805179
7.007,3.1035,0.0784402
7.008,3.10791,0.104622
7.009,3.10332,0.112863
7.01,3.1083,0.141264
7.011,3.11877,0.19199
7.012,3.10053,0.189993
7.013,3.11202,0.204897
7.014,3.11257,0.206386
7.015,3.10945,0.254608
7.016,3.11373,0.262808
7.017,3.10981,0.268277
7.018,3.10485,0.319678
7.019,3.11446,0.332824
7.02,3.10715,0.358908
7.021,3.10891,0.363903
7.022,3.09898,0.413456
7.023,3.11114,0.420154
7.024,3.10654,0.420595
7.025,3.09067,0.470597
7.026,3.11515,0.491797
7.027,3.11661,0.493952
7.028,3.09211,0.490547
7.029,3.10253,0.518139
7.03,3.09747,0.55066
7.031,3.11559,0.571561
7.032,3.11588,0.640003
7.033,3.11454,0.666238
7.034,3.11511,0.668413
7.035,3.11131,0.668203
7.036,3.1106,0.669418
7.037,3.1178,0.678414
7.038,3.11836,0.680097
7.039,3.11249,0.681495
7.04,3.11706,0.743989
7.041,3.11203,0.747335
7.042,3.11843,0.770996
7.043,3.11075,0.778109
7.044,3.10925,0.790665
7.045,3.11292,0.812228
7.046,3.11545,0.869967
7.047,3.10873,0.861699
7.048,3.10755,0.863272
7.049,3.11932,0.871917
7.05,3.115,0.870706
7.051,3.10993,0.870353
7.052,3.10696,0.882447
7.053,3.10921,0.88725
7.054,3.1227,0.916358
7.055,3.12372,0.927772
7.056,3.10855,0.934764
7.057,3.11445,0.941827
7.058,3.11269,0.94324
7.059,3.11992,0.964713
7.06,3.11532,0.978004
7.061,3.11794,0.984208
7.062,3.11559,1.00389
7.063,3.11478,1.01062
7.064,3.11433,1.02521
7.065,3.10849,1.12904
7.066,3.11745,1.10586
7.067,3.11866,1.10803
7.068,3.10352,1.11296
7.069,3.11446,1.11968
7.07,3.10827,1.11248
7.071,3.11308,1.11566
7.072,3.11308,1.11767
7.073,3.11322,1.11964
7.074,3.11351,1.12154
7.075,3.11007,1.12034
7.076,3.10931,1.12119
7.077,3.13645,1.15154
7.078,3.11564,1.12147
7.079,3.14671,1.08824
7.08,3.11902,1.11294
7.081,3.13773,1.11307
7.082,3.13938,1.10913
7.083,3.13447,1.11007
7.084,3.11156,1.11628
7.085,3.11854,1.12282
7.086,3.12633,1.1276
7.087,3.10469,1.12278
7.088,3.12407,1.12573
7.089,3.11503,1.13834
7.09,3.11626,1.13294
7.091,3.11805,1.1385
7.092,3.11995,1.136
7.093,3.13324,1.14024
7.094,3.12589,1.13654
7.095,3.12531,1.13708
7.096,3.13117,1.14011
7.097,3.13085,1.12124
7.098,3.14124,1.11932
7.099,3.1289,1.12027
7.1,3.14192,1.10634
7.101,3.12705,1.10558
7.102,3.13413,1.06765
7.103,3.12012,1.06144
7.104,3.11874,1.0614
7.105,3.13232,1.06816
7.106,3.13313,1.06939
7.107,3.12387,1.06311
7.108,3.12334,1.06362
7.109,3.12659,1.02722
7.11,3.12042,1.02543
7.111,3.12497,1.02546
7.112,3.12219,1.00785
7.113,3.11597,1.00969
7.114,3.12056,0.992699
7.115,3.11326,0.985225
7.116,3.12004,0.988689
7.117,3.11401,0.969218
7.118,3.11829,0.967757
7.119,3.1222,0.948488
7.12,3.12589,0.940975
7.121,3.12162,0.928012
7.122,3.13123,0.910686
7.123,3.14444,0.84396
7.124,3.13503,0.845677
7.125,3.13383,0.845401
7.126,3.14676,0.844937
7.127,3.14759,0.846314
7.128,3.13803,0.832561
7.129,3.13622,0.7911
7.13,3.13662,0.77001
7.131,3.1337,0.725742
7.132,3.1288,0.731436
7.133,3.13309,0.717187
7.134,3.12902,0.669329
7.135,3.13349,0.663294
7.136,3.12988,0.653054
7.137,3.12885,0.651266
7.138,3.12599,0.618792
7.139,3.12864,0.617796
7.14,3.12598,0.586779
7.141,3.12548,0.592628
7.142,3.12778,0.511658
7.143,3.11778,0.495635
7.144,3.11659,0.493869
7.145,3.13145,0.501101
7.146,3.13288,0.501185
7.147,3.11674,0.488826
7.148,3.11562,0.487847
7.149,3.12837,0.49156
7.15,3.1204,0.417249
7.151,3.12517,0.405889
7.152,3.12928,0.37579
7.153,3.12711,0.304908
7.154,3.1319,0.307303
7.155,3.1238,0.302355
7.156,3.12417,0.266153
7.157,3.12258,0.277488
7.158,3.12194,0.236167
7.159,3.12186,0.211777
7.16,3.13381,0.208052
7.161,3.12553,0.19744
7.162,3.12069,0.163145
7.163,3.13136,0.15991
7.164,3.11451,0.132476
7.165,3.13309,0.0430451
7.166,3.12407,0.0366613
7.167,3.12321,0.0344736
7.168,3.13326,0.0378478
7.169,3.1248,0.0284296
7.17,3.12927,0.0246957
7.171,3.11635,-0.0336793
7.172,3.12726,-0.0651057
7.173,3.12896,-0.0709599
7.174,3.11869,-0.114277
7.175,3.12267,-0.127745
7.176,3.11899,-0.149451
7.177,3.12656,-0.239986
7.178,3.10553,-0.254648
7.179,3.10386,-0.257122
7.18,3.12256,-0.254332
7.181,3.11578,-0.264493
7.182,3.11534,-0.266111
7.183,3.12148,-0.305135
7.184,3.13494,-0.308159
7.185,3.10913,-0.3179
7.186,3.13692,-0.32373
7.187,3.11386,-0.415695
7.188,3.12459,-0.405563
7.189,3.11753,-0.418096
7.19,3.12205,-0.417029
7.191,3.11195,-0.448158
7.192,3.11737,-0.455395
7.193,3.12107,-0.487148
7.194,3.11788,-0.503263
7.195,3.10801,-0.597969
7.196,3.11668,-0.585656
7.197,3.11715,-0.586327
7.198,3.11045,-0.605585
7.199,3.11713,-0.604248
7.2,3.11927,-0.629204
7.201,3.12097,-0.634805
7.202,3.12086,-0.639357
7.203,3.10224,-0.703649
7.204,3.12064,-0.682983
7.205,3.10617,-0.720234
7.206,3.11452,-0.765637
7.207,3.12167,-0.776886
7.208,3.12329,-0.777635
7.209,3.10718,-0.791859
7.21,3.10639,-0.794321
7.211,3.11584,-0.789269
7.212,3.12488,-0.805532
7.213,3.10469,-0.835726
7.214,3.12818,-0.832636
7.215,3.10938,-0.857166
7.216,3.13267,-0.915468
7.217,3.13187,-0.928371
7.218,3.12065,-0.93572
7.219,3.11722,-0.93589
7.22,3.10786,-0.938174
7.221,3.11844,-0.945368
7.222,3.1113,-0.944965
7.223,3.12391,-0.987397
7.224,3.1215,-0.974986
7.225,3.11484,-0.987981
7.226,3.11694,-0.980325
7.227,3.1094,-1.00262
7.228,3.10777,-1.02193
7.229,3.10742,-1.02453
7.23,3.1025,-1.05276
7.231,3.11092,-1.05512
7.232,3.11008,-1.05772
7.233,3.11621,-1.05098
7.234,3.10857,-1.06118
7.235,3.11232,-1.06668
7.236,3.10653,-1.11593
7.237,3.12396,-1.09558
7.238,3.12916,-1.09122
7.239,3.12011,-1.1023
7.24,3.12478,-1.13088
7.241,3.13877,-1.1091
7.242,3.12433,-1.1226
7.243,3.11972,-1.15213
7.244,3.12113,-1.15604
7.245,3.12051,-1.159
7.246,3.12575,-1.14763
7.247,3.13693,-1.12706
7.248,3.13126,-1.12957
7.249,3.13375,-1.14166
7.25,3.1012,-1.1653
7.251,3.11019,-1.15922
7.252,3.12086,-1.14466
7.253,3.11764,-1.15843
7.254,3.11047,-1.17257
7.255,3.12567,-1.15352
7.256,3.11801,-1.16965
7.257,3.11824,-1.15058
7.258,3.11642,-1.16217
7.259,3.1159,-1.16352
7.26,3.12043,-1.16023
7.261,3.11226,-1.16656
7.262,3.11853,-1.16033
7.263,3.11189,-1.14718
7.264,3.12372,-1.14187
7.265,3.11422,-1.14484
7.266,3.126,-1.13048
7.267,3.13501,-1.10226
7.268,3.13477,-1.10338
7.269,3.1395,-1.09467
7.27,3.12635,-1.10332
7.271,3.12541,-1.10475
7.272,3.13706,-1.0969
7.273,3.13805,-1.09719
7.274,3.12759,-1.10352
7.275,3.13515,-1.09618
7.276,3.12879,-1.09761
7.277,3.12001,-1.04802
7.278,3.1216,-1.04314
7.279,3.11409,-1.03104
7.28,3.11744,-1.02415
7.281,3.11486,-1.02166
7.282,3.11757,-1.01354
7.283,3.11533,-1.01739
7.284,3.12076,-0.957722
7.285,3.12392,-0.966244
7.286,3.10975,-0.952089
7.287,3.11989,-0.946107
7.288,3.12068,-0.945777
7.289,3.11576,-0.929592
7.29,3.1163,-0.920847
7.291,3.11624,-0.920842
7.292,3.11756,-0.914083
7.293,3.10732,-0.90945
7.294,3.11245,-0.879834
7.295,3.11808,-0.874896
7.296,3.11645,-0.831407
7.297,3.1239,-0.836482
7.298,3.12063,-0.836334
7.299,3.1269,-0.830044
7.3,3.13599,-0.778313
7.301,3.14301,-0.783383
7.302,3.13298,-0.755172
7.303,3.12908,-0.766673
7.304,3.12743,-0.72609
7.305,3.12351,-0.72788
7.306,3.11645,-0.699943
7.307,3.10949,-0.701286
7.308,3.11884,-0.667237
7.309,3.10729,-0.647719
7.31,3.11768,-0.609092
7.311,3.11542,-0.595128
7.312,3.11041,-0.596677
7.313,3.11343,-0.589092
7.314,3.12358,-0.498149
7.315,3.12628,-0.502959
7.316,3.12131,-0.505992
7.317,3.12129,-0.505846
7.318,3.13233,-0.480359
7.319,3.11582,-0.481757
7.32,3.11664,-0.457212
7.321,3.10891,-0.433349
7.322,3.11074,-0.419952
7.323,3.09213,-0.28821
7.324,3.09339,-0.285488
7.325,3.09639,-0.282291
7.326,3.1076,-0.250782
7.327,3.1228,-0.243328
7.328,3.109,-0.246625
7.329,3.12047,-0.197699
7.33,3.11902,-0.199579
7.331,3.10944,-0.201642
7.332,3.11848,-0.136635
7.333,3.10865,-0.145711
7.334,3.12316,-0.120127
7.335,3.11161,-0.138346
7.336,3.11165,-0.091359
7.337,3.11338,-0.084595
7.338,3.11858,-0.0695324
7.339,3.12004,-0.0221082
7.34,3.1234,-0.00501753
7.341,3.1224,0.00310952
7.342,3.11857,0.0126944
7.343,3.1094,0.039703
7.344,3.11737,0.0569996
7.345,3.11189,0.0739664
7.346,3.10889,0.102915
7.347,3.11156,0.108701
7.348,3.08912,0.266799
7.349,3.09502,0.251135
7.35,3.09383,0.253001
7.351,3.10329,0.261703
7.352,3.10438,0.264246
7.353,3.09108,0.260558
7.354,3.09019,0.261052
7.355,3.09957,0.274278
7.356,3.09406,0.278293
7.357,3.09881,0.379155
7.358,3.09436,0.383337
7.359,3.12069,0.36589
7.36,3.11153,0.404345
7.361,3.11778,0.465176
7.362,3.12093,0.481534
7.363,3.11549,0.477925
7.364,3.12186,0.502026
7.365,3.12371,0.559943
7.366,3.11928,0.563414
7.367,3.1226,0.559176
7.368,3.12168,0.589737
7.369,3.12086,0.633893
7.37,3.13183,0.635112
7.371,3.12241,0.647356
7.372,3.122,0.649582
7.373,3.11153,0.653858
7.374,3.11456,0.679942
7.375,3.11148,0.689744
7.376,3.10486,0.700912
7.377,3.117,0.714051
7.378,3.10061,0.722338
7.379,3.11089,0.769469
7.38,3.10096,0.762311
7.381,3.10508,0.771839
7.382,3.10576,0.774178
7.383,3.0929,0.784131
7.384,3.10419,0.815102
7.385,3.10501,0.811386
7.386,3.10375,0.845321
7.387,3.1096,0.857515
7.388,3.10699,0.859509
7.389,3.11065,0.867658
7.39,3.10263,0.93632
7.391,3.10535,0.952151
7.392,3.1043,0.942181
7.393,3.10268,0.955691
7.394,3.10922,0.953269
7.395,3.11773,0.979761
7.396,3.12009,0.978542
7.397,3.11396,0.995213
7.398,3.11746,1.01542
7.399,3.12241,1.02426
7.4,3.11883,1.02983
7.401,3.1191,1.05684
7.402,3.12818,1.06575
7.403,3.12383,1.06374
7.404,3.12414,1.07327
7.405,3.1274,1.07384
7.406,3.12368,1.08558
7.407,3.12972,1.08815
7.408,3.12229,1.09482
7.409,3.12762,1.09728
7.41,3.12114,1.10534
7.411,3.12677,1.10592
7.412,3.12521,1.12975
7.413,3.12193,1.11735
7.414,3.12212,1.11914
7.415,3.12141,1.12002
7.416,3.12055,1.1209
7.417,3.12835,1.12721
7.418,3.12661,1.12741
7.419,3.13012,1.12984
7.42,3.12352,1.11566
7.421,3.12629,1.11661
7.422,3.12974,1.11966
7.423,3.1217,1.11568
7.424,3.12952,1.12257
7.425,3.12968,1.12358
7.426,3.13283,1.14126
7.427,3.12271,1.1356
7.428,3.11958,1.1073
7.429,3.11749,1.11789
7.43,3.13017,1.10516
7.431,3.11819,1.09881
7.432,3.14126,1.09841
7.433,3.13178,1.08685
7.434,3.13085,1.08668
7.435,3.14086,1.09692
7.436,3.13165,1.09598
7.437,3.11876,1.10459
7.438,3.12224,1.11104
7.439,3.11551,1.09967
7.44,3.14017,1.06858
7.441,3.12781,1.08115
7.442,3.13222,1.07241
7.443,3.12622,1.05791
7.444,3.13428,1.06293
7.445,3.12982,1.06306
7.446,3.13806,1.03366
7.447,3.13266,1.03191
7.448,3.13818,1.04062
7.449,3.13166,1.03362
7.45,3.13403,1.00379
7.451,3.13066,1.00556
7.452,3.13249,0.986702
7.453,3.12979,0.984107
7.454,3.12942,0.954334
7.455,3.13426,0.954566
7.456,3.12804,0.951619
7.457,3.13711,0.89778
7.458,3.13464,0.889703
7.459,3.13445,0.88994
7.46,3.13814,0.886336
7.461,3.1383,0.885943
7.462,3.13852,0.885372
7.463,3.1365,0.892287
7.464,3.12189,0.852759
7.465,3.13013,0.824773
7.466,3.13164,0.796283
7.467,3.13755,0.792291
7.468,3.13722,0.789979
7.469,3.14355,0.749048
7.47,3.13947,0.749214
7.471,3.13745,0.721103
7.472,3.13674,0.719472
7.473,3.13254,0.648655
7.474,3.12483,0.636654
7.475,3.12491,0.635376
7.476,3.12475,0.639728
7.477,3.12367,0.63876
7.478,3.13426,0.639938
7.479,3.12877,0.568207
7.48,3.13627,0.592353
7.481,3.13377,0.523893
7.482,3.12354,0.517203
7.483,3.13171,0.515385
7.484,3.12851,0.468836
7.485,3.12759,0.469609
7.486,3.1266,0.462904
7.487,3.13528,0.447096
7.488,3.12691,0.423798
7.489,3.13058,0.358989
7.49,3.13204,0.369759
7.491,3.12456,0.358976
7.492,3.12782,0.354771
7.493,3.13327,0.285331
7.494,3.11768,0.295834
7.495,3.13472,0.287235
7.496,3.12918,0.254634
7.497,3.13228,0.25236
7.498,3.12785,0.149798
7.499,3.12761,0.163671
7.5,3.12826,0.162487
7.501,3.12166,0.15552
7.502,3.1285,0.153562
7.503,3.12526,0.144309
7.504,3.129,0.0548163
7.505,3.12065,0.0605522
7.506,3.117,0.0419604
7.507,3.12656,0.0347783
7.508,3.12959,-0.013279
7.509,3.12661,-0.00693624
7.51,3.13118,-0.0331148
7.511,3.12225,-0.0805369
7.512,3.12763,-0.0934178
7.513,3.12433,-0.102227
7.514,3.1282,-0.144166
7.515,3.12307,-0.160542
7.516,3.12253,-0.170368
7.517,3.12506,-0.207217
7.518,3.12303,-0.207247
7.519,3.12324,-0.249058
7.52,3.12438,-0.244625
7.521,3.13061,-0.346266
7.522,3.11823,-0.345976
7.523,3.11744,-0.349351
7.524,3.12767,-0.339638
7.525,3.12866,-0.340626
7.526,3.1186,-0.353009
7.527,3.12081,-0.452735
7.528,3.12131,-0.427139
7.529,3.12493,-0.436018
7.53,3.12892,-0.454221
7.531,3.12667,-0.4692
7.532,3.12036,-0.564967
7.533,3.11992,-0.555386
7.534,3.11585,-0.558051
7.535,3.11491,-0.560705
7.536,3.14148,-0.558927
7.537,3.11839,-0.589247
7.538,3.124,-0.60216
7.539,3.11943,-0.645234
7.54,3.11822,-0.68755
7.541,3.12631,-0.688976
7.542,3.12671,-0.688873
7.543,3.12088,-0.709146
7.544,3.12694,-0.712684
7.545,3.12694,-0.756797
7.546,3.11429,-0.752336
7.547,3.12579,-0.759327
7.548,3.12735,-0.812868
7.549,3.12377,-0.801872
7.55,3.12432,-0.837113
7.551,3.12743,-0.830107
7.552,3.13517,-0.908569
7.553,3.11916,-0.912435
7.554,3.11766,-0.916538
7.555,3.13424,-0.901482
7.556,3.13493,-0.902967
7.557,3.12715,-0.912942
7.558,3.12688,-0.914242
7.559,3.1297,-1.00457
7.56,3.11587,-0.970978
7.561,3.12164,-0.982145
7.562,3.1235,-0.989816
7.563,3.12012,-1.02414
7.564,3.13255,-0.996222
7.565,3.12513,-1.01425
7.566,3.13485,-1.02727
7.567,3.13035,-1.05003
7.568,3.13506,-1.0711
7.569,3.12085,-1.0747
7.57,3.12479,-1.09144
7.571,3.1147,-1.11485
7.572,3.11387,-1.11753
7.573,3.12374,-1.1063
7.574,3.12007,-1.12398
7.575,3.1261,-1.12457
7.576,3.12594,-1.12532
7.577,3.12597,-1.12567
7.578,3.1232,-1.13774
7.579,3.12208,-1.13916
7.58,3.1318,-1.13789
7.581,3.16602,-1.1791
7.582,3.14508,-1.1742
7.583,3.14722,-1.13409
7.584,3.12179,-1.13572
7.585,3.13059,-1.15517
7.586,3.12237,-1.14655
7.587,3.11871,-1.16632
7.588,3.11564,-1.16256
7.589,3.11976,-1.1669
7.59,3.11306,-1.16064
7.591,3.11205,-1.14886
7.592,3.11646,-1.14361
7.593,3.15031,-1.18275
7.594,3.13974,-1.16162
7.595,3.1477,-1.16464
7.596,3.11701,-1.14852
7.597,3.13414,-1.17697
7.598,3.13716,-1.14812
7.599,3.1394,-1.17505
7.6,3.13629,-1.14509
7.601,3.13636,-1.17121
7.602,3.11997,-1.13826
7.603,3.14098,-1.12983
7.604,3.14225,-1.12858
7.605,3.12598,-1.14957
7.606,3.12516,-1.15068
7.607,3.13372,-1.14436
7.608,3.13421,-1.14508
7.609,3.13916,-1.1239
7.61,3.12411,-1.13895
7.611,3.11387,-1.08976
7.612,3.11229,-1.09264
7.613,3.14033,-1.0937
7.614,3.12694,-1.07562
7.615,3.11578,-1.04809
7.616,3.11583,-1.0402
7.617,3.11439,-1.04166
7.618,3.1283,-1.03059
7.619,3.16613,-1.01648
7.62,3.14517,-1.01048
7.621,3.1187,-1.00851
7.622,3.12298,-1.01344
7.623,3.11008,-1.00781
7.624,3.10603,-0.987893
7.625,3.11298,-0.97153
7.626,3.16702,-0.958707
7.627,3.14504,-0.944895
7.628,3.13456,-0.946689
7.629,3.12562,-0.938691
7.63,3.13533,-0.894992
7.631,3.12891,-0.895339
7.632,3.13044,-0.887294
7.633,3.11934,-0.856604
7.634,3.12791,-0.841586
7.635,3.11999,-0.834354
7.636,3.12566,-0.81389
7.637,3.11757,-0.805202
7.638,3.10393,-0.68606
7.639,3.11216,-0.676883
7.64,3.11198,-0.675713
7.641,3.11168,-0.679146
7.642,3.11803,-0.665707
7.643,3.1184,-0.664583
7.644,3.11093,-0.670229
7.645,3.10979,-0.670952
7.646,3.1202,-0.656766
7.647,3.11472,-0.657881
7.648,3.14495,-0.579432
7.649,3.14925,-0.578313
7.65,3.11884,-0.59253
7.651,3.13694,-0.556285
7.652,3.12389,-0.503911
7.653,3.11994,-0.504451
7.654,3.12864,-0.484645
7.655,3.13229,-0.473779
7.656,3.13408,-0.462652
7.657,3.13687,-0.393484
7.658,3.12846,-0.396309
7.659,3.12577,-0.390679
7.66,3.11208,-0.335908
7.661,3.10726,-0.339159
7.662,3.09956,-0.338068
7.663,3.11612,-0.275694
7.664,3.10442,-0.281486
7.665,3.11323,-0.239405
7.666,3.10468,-0.256494
7.667,3.10438,-0.248008
7.668,3.12003,-0.210826
7.669,3.10774,-0.206339
7.67,3.11272,-0.169401
7.671,3.10614,-0.177161
7.672,3.1237,-0.1307
7.673,3.12362,-0.116398
7.674,3.11718,-0.0899749
7.675,3.11626,-0.0878604
7.676,3.1243,-0.0464673
7.677,3.12454,-0.0149797
7.678,3.11951,-0.0137829
7.679,3.13039,0.0248116
7.68,3.11801,0.0456041
7.681,3.12622,0.072654
7.682,3.10921,0.131276
7.683,3.1185,0.13763
7.684,3.11883,0.13906
7.685,3.11468,0.144448
7.686,3.1206,0.152688
7.687,3.11003,0.222172
7.688,3.11951,0.2362
7.689,3.11546,0.23337
7.69,3.11419,0.246719
7.691,3.11076,0.264352
7.692,3.11195,0.289569
7.693,3.11004,0.308041
7.694,3.11031,0.385462
7.695,3.10828,0.381732
7.696,3.10725,0.382958
7.697,3.11847,0.393916
7.698,3.11945,0.395506
7.699,3.10799,0.396722
7.7,3.10728,0.50927
7.701,3.11526,0.495595
7.702,3.11571,0.496222
7.703,3.10731,0.529229
7.704,3.11141,0.529844
7.705,3.11203,0.53174
7.706,3.10325,0.532405
7.707,3.1222,0.558403
7.708,3.10473,0.580245
7.709,3.11996,0.638414
7.71,3.13206,0.66357
7.711,3.11759,0.663445
7.712,3.12435,0.672834
7.713,3.11912,0.675468
7.714,3.1306,0.719974
7.715,3.10766,0.720156
7.716,3.13309,0.720206
7.717,3.11247,0.724975
7.718,3.11177,0.731904
7.719,3.11325,0.804218
7.72,3.10406,0.78372
7.721,3.1174,0.801979
7.722,3.11673,0.866737
7.723,3.12175,0.864671
7.724,3.11484,0.858448
7.725,3.1168,0.866967
7.726,3.10372,0.891927
7.727,3.11644,0.899406
7.728,3.11185,0.911202
7.729,3.1167,0.925218
7.73,3.11874,0.934795
7.731,3.11665,0.959441
7.732,3.12346,0.966526
7.733,3.13177,0.994461
7.734,3.11678,1.00534
7.735,3.11518,1.00522
7.736,3.13373,1.0259
7.737,3.13436,1.02876
7.738,3.12503,1.01681
7.739,3.12413,1.01719
7.74,3.13312,1.03161
7.741,3.13141,1.03281
7.742,3.14742,1.08897
7.743,3.1383,1.09395
7.744,3.10665,1.05912
7.745,3.1272,1.08051
7.746,3.10766,1.07648
7.747,3.1297,1.08008
7.748,3.10893,1.08968
7.749,3.10553,1.10045
7.75,3.105,1.1035
7.751,3.12006,1.11404
7.752,3.11279,1.10498
7.753,3.16394,1.10048
7.754,3.13429,1.09791
7.755,3.1555,1.11102
7.756,3.10231,1.1085
7.757,3.12951,1.12307
7.758,3.12574,1.12686
7.759,3.17826,1.15333
7.76,3.15207,1.1377
7.761,3.12574,1.11901
7.762,3.13717,1.14634
7.763,3.13165,1.14387
7.764,3.10521,1.1226
7.765,3.13883,1.15132
7.766,3.10626,1.1292
7.767,3.13009,1.14451
7.768,3.11317,1.12087
7.769,3.10743,1.1047
7.77,3.10509,1.10297
7.771,3.1273,1.12871
7.772,3.12775,1.13011
7.773,3.11852,1.121
7.774,3.12266,1.12406
7.775,3.12697,1.08499
7.776,3.16062,1.11315
7.777,3.1469,1.09667
7.778,3.15385,1.08614
7.779,3.14867,1.0789
7.78,3.15863,1.09394
7.781,3.1366,1.05893
7.782,3.14823,1.05066
7.783,3.14349,1.05751
7.784,3.13411,1.02937
7.785,3.14539,1.0356
7.786,3.13327,1.0214
7.787,3.14307,1.02518
7.788,3.1292,1.00606
7.789,3.13139,0.974956
7.79,3.12993,0.972183
7.791,3.13065,0.972689
7.792,3.12177,0.96912
7.793,3.12066,0.969206
7.794,3.13155,0.971314
7.795,3.1382,0.929615
7.796,3.12897,0.929078
7.797,3.12972,0.918382
7.798,3.12621,0.865469
7.799,3.11789,0.867429
7.8,3.1474,0.846903
7.801,3.13286,0.850463
7.802,3.13912,0.822413
7.803,3.14625,0.808233
7.804,3.13577,0.802231
7.805,3.14444,0.798196
7.806,3.1393,0.743
7.807,3.13267,0.750662
7.808,3.14563,0.738754
7.809,3.14056,0.736196
7.81,3.13701,0.69244
7.811,3.13869,0.696014
7.812,3.14431,0.652741
7.813,3.13521,0.657661
7.814,3.13199,0.613097
7.815,3.13738,0.586419
7.816,3.13144,0.584208
7.817,3.1346,0.564998
7.818,3.13274,0.547655
7.819,3.13489,0.502885
7.82,3.13377,0.489107
7.821,3.1372,0.489547
7.822,3.13781,0.489409
7.823,3.12947,0.431216
7.824,3.12907,0.417537
7.825,3.13092,0.420473
7.826,3.13064,0.395908
7.827,3.13134,0.389634
7.828,3.12784,0.28035
7.829,3.13651,0.281309
7.83,3.13756,0.281116
7.831,3.12666,0.266404
7.832,3.1258,0.264462
7.833,3.13674,0.271758
7.834,3.12854,0.261916
7.835,3.12836,0.261063
7.836,3.12029,0.214179
7.837,3.12626,0.195189
7.838,3.13626,0.13247
7.839,3.14256,0.13308
7.84,3.1281,0.102692
7.841,3.13666,0.0974832
7.842,3.13698,-0.0107293
7.843,3.12867,-0.0120606
7.844,3.12887,-0.0132943
7.845,3.12829,-0.0225136
7.846,3.13338,-0.0197668
7.847,3.12683,-0.0288611
7.848,3.12833,-0.081252
7.849,3.12566,-0.0899115
7.85,3.1239,-0.109968
7.851,3.12373,-0.113822
7.852,3.12685,-0.146881
7.853,3.11361,-0.154731
7.854,3.134,-0.218265
7.855,3.13604,-0.235269
7.856,3.11642,-0.25794
7.857,3.12731,-0.257911
7.858,3.12609,-0.269747
7.859,3.13074,-0.282407
7.86,3.1376,-0.347838
7.861,3.12808,-0.351529
7.862,3.13845,-0.359043
7.863,3.1294,-0.384293
7.864,3.1351,-0.400909
7.865,3.12756,-0.435458
7.866,3.1284,-0.442845
7.867,3.13243,-0.456813
7.868,3.12891,-0.483996
7.869,3.12214,-0.585699
7.87,3.1285,-0.599079
7.871,3.1291,-0.601523
7.872,3.13015,-0.604067
7.873,3.11645,-0.602681
7.874,3.1153,-0.603823
7.875,3.13013,-0.615326
7.876,3.12174,-0.61838
7.877,3.12115,-0.620065
7.878,3.12869,-0.620764
7.879,3.11402,-0.696279
7.88,3.1291,-0.697396
7.881,3.12567,-0.695918
7.882,3.1256,-0.749749
7.883,3.134,-0.751408
7.884,3.13013,-0.762425
7.885,3.12934,-0.790827
7.886,3.13207,-0.797724
7.887,3.13068,-0.828794
7.888,3.12777,-0.837562
7.889,3.13023,-0.863557
7.89,3.12203,-0.873674
7.891,3.13073,-0.874123
7.892,3.12185,-0.910078
7.893,3.12361,-0.908412
7.894,3.12443,-0.915444
7.895,3.12691,-0.928512
7.896,3.11978,-0.944222
7.897,3.12394,-0.955691
7.898,3.12025,-0.969817
7.899,3.12215,-0.978308
7.9,3.12313,-0.995072
7.901,3.12202,-0.997789
7.902,3.12657,-1.0247
7.903,3.12907,-1.01834
7.904,3.12088,-1.03205
7.905,3.13324,-1.04316
7.906,3.12841,-1.04715
7.907,3.1268,-1.10203
7.908,3.12574,-1.10295
7.909,3.14066,-1.12439
7.91,3.14052,-1.1287
7.911,3.14063,-1.10664
7.912,3.12984,-1.11444
7.913,3.12934,-1.11686
7.914,3.12828,-1.11933
7.915,3.13837,-1.11418
7.916,3.13893,-1.11473
7.917,3.14015,-1.11438
7.918,3.12857,-1.1307
7.919,3.12727,-1.13235
7.92,3.14112,-1.12656
7.921,3.14003,-1.16759
7.922,3.14015,-1.15407
7.923,3.12598,-1.13567
7.924,3.10585,-1.14104
7.925,3.11643,-1.15005
7.926,3.10602,-1.14335
7.927,3.11268,-1.1397
7.928,3.10945,-1.14369
7.929,3.11856,-1.13848
7.93,3.11877,-1.13743
7.931,3.12735,-1.12902
