time,cD,cL
3.981,3.08351,0.348382
3.982,3.08946,0.362928
3.983,3.08725,0.371839
3.984,3.08458,0.406522
3.985,3.08895,0.432096
3.986,3.09244,0.449124
3.987,3.08361,0.480031
3.988,3.09478,0.490235
3.989,3.09727,0.500519
3.99,3.09666,0.584298
3.991,3.10439,0.59032
3.992,3.10481,0.593001
3.993,3.09979,0.590555
3.994,3.09887,0.591932
3.995,3.10867,0.60176
3.996,3.10161,0.625828
3.997,3.09043,0.647845
3.998,3.09087,0.656709
3.999,3.10068,0.717571
4,3.09676,0.727503
4.001,3.09816,0.734521
4.002,3.09539,0.734371
4.003,3.09219,0.736111
4.004,3.0942,0.763196
4.005,3.10126,0.800894
4.006,3.09774,0.823419
4.007,3.10125,0.821342
4.008,3.09966,0.827358
4.009,3.09832,0.840738
4.01,3.10876,0.865765
4.011,3.10837,0.872557
4.012,3.10615,0.886734
4.013,3.10615,0.89528
4.014,3.10269,0.904873
4.015,3.10701,0.920301
4.016,3.10177,0.932844
4.017,3.09736,0.988859
4.018,3.1025,1.00044
4.019,3.10253,1.00279
4.02,3.10107,1.00048
4.021,3.10176,1.00262
4.022,3.09517,1.00285
4.023,3.09416,1.00378
4.024,3.1258,1.03686
4.025,3.11037,1.02438
4.026,3.11788,1.02501
4.027,3.1257,1.05816
4.028,3.11544,1.04637
4.029,3.11505,1.08892
4.03,3.12237,1.09214
4.031,3.12351,1.09504
4.032,3.11168,1.08652
4.033,3.11753,1.09041
4.034,3.11729,1.09191
4.035,3.13694,1.10486
4.036,3.13733,1.10348
4.037,3.11537,1.09505
4.038,3.1184,1.11454
4.039,3.12269,1.13047
4.04,3.10846,1.11274
4.041,3.11354,1.11624
4.042,3.11934,1.14601
4.043,3.11557,1.1373
4.044,3.10944,1.12676
4.045,3.10657,1.1169
4.046,3.11042,1.11446
4.047,3.12251,1.15189
4.048,3.11677,1.12039
4.049,3.12331,1.13874
4.05,3.1319,1.09621
4.051,3.14085,1.10177
4.052,3.14055,1.10141
4.053,3.13465,1.11366
4.054,3.14314,1.09828
4.055,3.14477,1.09962
4.056,3.12415,1.0967
4.057,3.12307,1.09815
4.058,3.14003,1.09388
4.059,3.14131,1.09425
4.06,3.12625,1.10038
4.061,3.1254,1.10138
4.062,3.13729,1.09909
4.063,3.12606,1.10952
4.064,3.1074,1.07581
4.065,3.10623,1.07571
4.066,3.14649,1.09795
4.067,3.0976,1.0677
4.068,3.09683,1.05428
4.069,3.1021,1.02307
4.07,3.10576,1.02382
4.071,3.08612,1.02251
4.072,3.08891,1.00808
4.073,3.10398,0.993522
4.074,3.08953,0.988255
4.075,3.11816,0.942379
4.076,3.11453,0.944562
4.077,3.11361,0.94394
4.078,3.12199,0.949232
4.079,3.12789,0.943752
4.08,3.13248,0.915455
4.081,3.12241,0.913455
4.082,3.1396,0.892425
4.083,3.13775,0.867868
4.084,3.14786,0.853856
4.085,3.14924,0.855292
4.086,3.13752,0.842501
4.087,3.1434,0.843945
4.088,3.13795,0.818263
4.089,3.13408,0.796655
4.09,3.12963,0.79824
4.091,3.11837,0.761791
4.092,3.11401,0.748246
4.093,3.11216,0.739187
4.094,3.11638,0.734558
4.095,3.1095,0.695029
4.096,3.10355,0.681106
4.097,3.11235,0.679981
4.098,3.10286,0.676
4.099,3.10858,0.647948
4.1,3.10213,0.638941
4.101,3.10286,0.625305
4.102,3.10493,0.581354
4.103,3.09759,0.576105
4.104,3.1066,0.574147
4.105,3.10425,0.552999
4.106,3.10617,0.54143
4.107,3.11169,0.513765
4.108,3.10819,0.50346
4.109,3.11934,0.39717
4.11,3.12142,0.381807
4.111,3.12237,0.380303
4.112,3.1124,0.382638
4.113,3.11129,0.381721
4.114,3.12455,0.378056
4.115,3.12556,0.377934
4.116,3.114,0.369431
4.117,3.11828,0.279247
4.118,3.11808,0.286152
4.119,3.11614,0.249279
4.12,3.11668,0.235168
4.121,3.11553,0.111492
4.122,3.10355,0.129271
4.123,3.10185,0.127915
4.124,3.12182,0.117888
4.125,3.11018,0.113356
4.126,3.1011,0.103782
4.127,3.10802,0.0859153
4.128,3.09296,0.0631292
4.129,3.0964,0.0306303
4.13,3.09096,0.0412849
4.131,3.08527,0.000856307
4.132,3.09292,-0.0349297
4.133,3.09362,-0.0357299
4.134,3.07799,-0.0547338
4.135,3.08902,-0.0444962
4.136,3.09281,-0.0637969
4.137,3.09,-0.0911226
4.138,3.09735,-0.107961
4.139,3.10356,-0.188402
4.14,3.10608,-0.184957
4.141,3.10676,-0.186324
4.142,3.0993,-0.193611
4.143,3.10182,-0.218758
4.144,3.09943,-0.240587
4.145,3.09836,-0.257866
4.146,3.09147,-0.36928
4.147,3.09005,-0.370868
4.148,3.08937,-0.37345
4.149,3.09653,-0.371514
4.15,3.09756,-0.372688
4.151,3.08583,-0.382546
4.152,3.08481,-0.384491
4.153,3.09673,-0.382412
4.154,3.08854,-0.43944
4.155,3.09857,-0.442675
4.156,3.10482,-0.485586
4.157,3.0946,-0.507734
4.158,3.09679,-0.536285
4.159,3.09343,-0.54568
4.16,3.09229,-0.628247
4.161,3.0927,-0.637975
4.162,3.09673,-0.63455
4.163,3.09023,-0.641943
4.164,3.09501,-0.674521
4.165,3.09368,-0.672922
4.166,3.10389,-0.71179
4.167,3.10361,-0.700873
4.168,3.09937,-0.711896
4.169,3.09743,-0.756865
4.17,3.08948,-0.745866
4.171,3.09766,-0.758903
4.172,3.08524,-0.776282
4.173,3.08546,-0.80942
4.174,3.09776,-0.840772
4.175,3.08474,-0.864801
4.176,3.08398,-0.867306
4.177,3.09295,-0.862304
4.178,3.09373,-0.862772
4.179,3.08508,-0.878353
4.18,3.09074,-0.879035
4.181,3.08735,-0.888172
4.182,3.12388,-0.948874
4.183,3.11076,-0.912457
4.184,3.11157,-0.936775
4.185,3.12151,-0.953606
4.186,3.10664,-0.942357
4.187,3.10955,-0.969092
4.188,3.10421,-0.970883
4.189,3.10135,-0.99345
4.19,3.08013,-1.04308
4.191,3.08863,-1.05007
4.192,3.0891,-1.0512
4.193,3.08224,-1.06096
4.194,3.09068,-1.06033
4.195,3.09773,-1.07417
4.196,3.09306,-1.06785
4.197,3.11155,-1.11272
4.198,3.12015,-1.10019
4.199,3.1086,-1.11427
4.2,3.1122,-1.08863
4.201,3.09965,-1.10508
4.202,3.10291,-1.11396
4.203,3.11186,-1.12829
4.204,3.10951,-1.14454
4.205,3.09921,-1.13107
4.206,3.10499,-1.14931
4.207,3.10448,-1.14177
4.208,3.10485,-1.15405
4.209,3.10406,-1.15601
4.21,3.11047,-1.15063
4.211,3.11465,-1.17295
4.212,3.11211,-1.15774
4.213,3.1187,-1.16642
4.214,3.12212,-1.16016
4.215,3.13122,-1.14617
4.216,3.13188,-1.14533
4.217,3.12457,-1.16655
4.218,3.12374,-1.16815
4.219,3.13231,-1.16116
4.22,3.13044,-1.16022
4.221,3.11737,-1.16842
4.222,3.12181,-1.14071
4.223,3.12096,-1.15274
4.224,3.1275,-1.14817
4.225,3.12157,-1.14389
4.226,3.12132,-1.14073
4.227,3.12858,-1.14721
4.228,3.12474,-1.14286
4.229,3.12006,-1.13652
4.23,3.11876,-1.13299
4.231,3.11966,-1.13335
4.232,3.12029,-1.1057
4.233,3.11056,-1.11492
4.234,3.12005,-1.11126
4.235,3.11695,-1.11275
4.236,3.12121,-1.09062
4.237,3.12266,-1.07889
4.238,3.11578,-1.08155
4.239,3.11529,-1.08311
4.24,3.12187,-1.07072
4.241,3.13088,-1.06119
4.242,3.12296,-1.05509
4.243,3.12277,-1.05082
4.244,3.12817,-1.03651
4.245,3.12877,-1.01281
4.246,3.1233,-1.01399
4.247,3.13322,-0.995835
4.248,3.12717,-1.00249
4.249,3.12731,-0.980756
4.25,3.13192,-0.941575
4.251,3.11862,-0.943191
4.252,3.11728,-0.944729
4.253,3.13019,-0.930446
4.254,3.12525,-0.929518
4.255,3.1166,-0.891815
4.256,3.12901,-0.877294
4.257,3.12448,-0.878589
4.258,3.13092,-0.855805
4.259,3.12267,-0.862851
4.26,3.12356,-0.798569
4.261,3.12447,-0.788634
4.262,3.12444,-0.78749
4.263,3.12141,-0.787928
4.264,3.12624,-0.780591
4.265,3.12232,-0.736239
4.266,3.12306,-0.72846
4.267,3.12923,-0.715073
4.268,3.11814,-0.713383
4.269,3.11992,-0.681714
4.27,3.12028,-0.678733
4.271,3.12076,-0.666711
4.272,3.11806,-0.64342
4.273,3.11499,-0.59031
4.274,3.12535,-0.576387
4.275,3.11809,-0.575722
4.276,3.11751,-0.57566
4.277,3.11995,-0.546166
4.278,3.11968,-0.53565
4.279,3.11616,-0.524652
4.28,3.11476,-0.499375
4.281,3.11309,-0.452025
4.282,3.10884,-0.449566
4.283,3.11129,-0.42752
4.284,3.11211,-0.415735
4.285,3.10907,-0.345724
4.286,3.10798,-0.342391
4.287,3.10804,-0.341124
4.288,3.1059,-0.339282
4.289,3.1112,-0.330352
4.29,3.10409,-0.266274
4.291,3.10851,-0.263276
4.292,3.11449,-0.230797
4.293,3.10992,-0.211638
4.294,3.11349,-0.201063
4.295,3.09972,-0.150121
4.296,3.09842,-0.145486
4.297,3.10713,-0.131448
4.298,3.10882,-0.102205
4.299,3.10799,-0.0929577
4.3,3.10933,-0.0594391
4.301,3.10376,-0.052441
4.302,3.09892,0.0301129
4.303,3.11086,0.0434864
4.304,3.11188,0.0461724
4.305,3.09841,0.0372038
4.306,3.10519,0.0461304
4.307,3.10539,0.047163
4.308,3.09697,0.183807
4.309,3.10613,0.15998
4.31,3.10464,0.173566
4.311,3.10519,0.174526
4.312,3.09938,0.183332
4.313,3.10463,0.195711
4.314,3.08866,0.243896
4.315,3.10144,0.242207
4.316,3.09236,0.260435
4.317,3.0966,0.335101
4.318,3.09348,0.342205
4.319,3.09588,0.349058
4.32,3.09118,0.349762
4.321,3.09545,0.387702
4.322,3.08896,0.405856
4.323,3.09028,0.430834
4.324,3.09491,0.450139
4.325,3.08895,0.44965
4.326,3.09621,0.474725
4.327,3.09361,0.521891
4.328,3.09471,0.518279
4.329,3.09915,0.551279
4.33,3.09328,0.550263
4.331,3.09555,0.592814
4.332,3.09748,0.591971
4.333,3.10114,0.62074
4.334,3.09764,0.725671
4.335,3.09707,0.725709
4.336,3.10493,0.759253
4.337,3.10555,0.763838
4.338,3.0987,0.741682
4.339,3.09778,0.742738
4.34,3.10661,0.759685
4.341,3.10731,0.7627
4.342,3.09976,0.754028
4.343,3.09908,0.754846
4.344,3.09782,0.754668
4.345,3.11603,0.818651
4.346,3.10703,0.79663
4.347,3.0969,0.813413
4.348,3.08865,0.85712
4.349,3.08925,0.873893
4.35,3.08967,0.893313
4.351,3.0891,0.90602
4.352,3.09677,0.913135
4.353,3.0928,0.91438
4.354,3.09624,0.926465
4.355,3.10869,0.958337
4.356,3.11417,0.96778
4.357,3.11481,0.969762
4.358,3.10876,0.969635
4.359,3.12488,0.996953
4.36,3.11503,1.00084
4.361,3.11749,1.00456
4.362,3.11654,1.02575
4.363,3.12221,1.03558
4.364,3.11323,1.04902
4.365,3.12246,1.05546
4.366,3.11384,1.06361
4.367,3.11876,1.1011
4.368,3.12039,1.09986
4.369,3.12191,1.10236
4.37,3.10639,1.09804
4.371,3.10528,1.09894
4.372,3.11949,1.10928
4.373,3.12024,1.11143
4.374,3.11091,1.1059
4.375,3.11621,1.11216
4.376,3.11936,1.14347
4.377,3.11165,1.10487
4.378,3.12668,1.13076
4.379,3.12449,1.11565
4.38,3.12245,1.11169
4.381,3.12866,1.13861
4.382,3.11953,1.1235
4.383,3.12761,1.15083
4.384,3.1205,1.13946
4.385,3.129,1.152
4.386,3.12216,1.13996
4.387,3.13588,1.15515
4.388,3.1206,1.13901
4.389,3.13835,1.15904
4.39,3.12941,1.15006
4.391,3.13588,1.15307
4.392,3.13442,1.14932
4.393,3.12774,1.12357
4.394,3.132,1.12704
4.395,3.1324,1.1287
4.396,3.12811,1.12209
4.397,3.12711,1.12246
4.398,3.13823,1.12951
4.399,3.13858,1.13117
4.4,3.14979,1.11489
4.401,3.12937,1.09631
4.402,3.14466,1.09361
4.403,3.12605,1.05533
4.404,3.13894,1.05477
4.405,3.13983,1.05643
4.406,3.12965,1.04556
4.407,3.12805,1.04542
4.408,3.14375,1.05361
4.409,3.16726,1.02109
4.41,3.14401,1.0043
4.411,3.15274,1.02007
4.412,3.12664,1.00524
4.413,3.12513,1.01067
4.414,3.12737,1.01232
4.415,3.12789,0.99687
4.416,3.13661,0.980221
4.417,3.1294,0.966254
4.418,3.14088,0.970968
4.419,3.1352,0.963846
4.42,3.1355,0.909773
4.421,3.14085,0.906862
4.422,3.13152,0.888211
4.423,3.1482,0.89891
4.424,3.14357,0.844546
4.425,3.14326,0.838882
4.426,3.1411,0.836522
4.427,3.14212,0.83361
4.428,3.12859,0.775725
4.429,3.1229,0.76606
4.43,3.15565,0.761053
4.431,3.15138,0.753511
4.432,3.14543,0.747347
4.433,3.13242,0.729936
4.434,3.14875,0.71999
4.435,3.14192,0.710644
4.436,3.13987,0.69711
4.437,3.13513,0.670289
4.438,3.1461,0.664332
4.439,3.1378,0.565667
4.44,3.15032,0.576402
4.441,3.15203,0.577453
4.442,3.13487,0.55535
4.443,3.13442,0.554001
4.444,3.1431,0.562883
4.445,3.14432,0.56354
4.446,3.11921,0.519624
4.447,3.11444,0.520559
4.448,3.1209,0.489032
4.449,3.11901,0.446114
4.45,3.12717,0.433546
4.451,3.12491,0.373689
4.452,3.12962,0.373411
4.453,3.12719,0.353603
4.454,3.12554,0.336657
4.455,3.13018,0.322266
4.456,3.1279,0.295481
4.457,3.13317,0.290131
4.458,3.12929,0.273762
4.459,3.13438,0.241329
4.46,3.13639,0.238895
4.461,3.13299,0.204535
4.462,3.1361,0.212315
4.463,3.13592,0.0294038
4.464,3.13474,0.0383802
4.465,3.1356,0.0371638
4.466,3.12713,0.0243221
4.467,3.1333,0.0266316
4.468,3.13406,0.0256985
4.469,3.12718,0.0159132
4.47,3.12677,0.0141926
4.471,3.13332,0.0167016
4.472,3.12652,0.00705886
4.473,3.12643,0.00637521
4.474,3.10666,-0.0966179
4.475,3.10352,-0.0965206
4.476,3.10804,-0.0943619
4.477,3.11223,-0.112078
4.478,3.10775,-0.172971
4.479,3.12008,-0.205407
4.48,3.11732,-0.237668
4.481,3.12529,-0.256115
4.482,3.12763,-0.261366
4.483,3.1347,-0.283443
4.484,3.13455,-0.292924
4.485,3.139,-0.311888
4.486,3.13586,-0.328323
4.487,3.13871,-0.342927
4.488,3.13537,-0.355602
4.489,3.12536,-0.424957
4.49,3.11872,-0.436492
4.491,3.11767,-0.438892
4.492,3.12872,-0.436772
4.493,3.12275,-0.444409
4.494,3.10801,-0.506464
4.495,3.11767,-0.51703
4.496,3.10652,-0.52716
4.497,3.09495,-0.592859
4.498,3.10019,-0.596961
4.499,3.1149,-0.59441
4.5,3.11869,-0.602665
4.501,3.099,-0.636997
4.502,3.10804,-0.641363
4.503,3.11272,-0.659283
4.504,3.10894,-0.693007
4.505,3.11293,-0.693805
4.506,3.1191,-0.700277
4.507,3.12802,-0.733787
4.508,3.12146,-0.739064
4.509,3.12317,-0.754502
4.51,3.13544,-0.763312
4.511,3.12713,-0.789464
4.512,3.13548,-0.788023
4.513,3.13118,-0.818981
4.514,3.12957,-0.991624
4.515,3.12904,-0.996961
4.516,3.14052,-0.958885
4.517,3.13058,-0.931578
4.518,3.13496,-0.945195
4.519,3.14224,-0.99882
4.52,3.12566,-1.01206
4.521,3.12692,-1.00439
4.522,3.12929,-1.01452
4.523,3.12418,-1.04872
4.524,3.11575,-1.05412
4.525,3.10972,-1.04415
4.526,3.11413,-1.05065
4.527,3.10335,-1.07547
4.528,3.09106,-1.06477
4.529,3.08897,-1.07445
4.53,3.06002,-1.10419
4.531,3.0473,-1.09301
4.532,3.06202,-1.0778
4.533,3.13086,-1.05329
4.534,3.12882,-1.09659
4.535,3.15282,-1.08418
4.536,3.14551,-1.09014
4.537,3.16442,-1.08535
4.538,3.14175,-1.09866
4.539,3.15688,-1.09811
4.54,3.13657,-1.10197
4.541,3.11564,-1.14607
4.542,3.11361,-1.15009
4.543,3.11017,-1.14886
4.544,3.11546,-1.15113
4.545,3.11778,-1.15306
4.546,3.10841,-1.14553
4.547,3.10879,-1.15421
4.548,3.10721,-1.14573
4.549,3.10798,-1.19224
4.55,3.09365,-1.19154
4.551,3.11359,-1.16384
4.552,3.1016,-1.18037
4.553,3.11841,-1.18415
4.554,3.10236,-1.1959
4.555,3.10876,-1.18641
4.556,3.10152,-1.19696
4.557,3.1154,-1.19039
4.558,3.11616,-1.20438
4.559,3.12019,-1.19002
4.56,3.12656,-1.1969
4.561,3.12837,-1.13391
4.562,3.1415,-1.12316
4.563,3.13021,-1.13077
4.564,3.13717,-1.10612
4.565,3.12913,-1.09487
4.566,3.12914,-1.09567
4.567,3.13799,-1.07296
4.568,3.12535,-1.08674
4.569,3.14657,-1.07245
4.57,3.13287,-1.05823
4.571,3.14739,-1.04995
4.572,3.13502,-1.03434
4.573,3.15298,-1.01988
4.574,3.14007,-1.0178
4.575,3.14653,-1.00662
4.576,3.13785,-1.00687
4.577,3.13821,-0.971058
4.578,3.13205,-0.968366
4.579,3.10919,-0.98086
4.58,3.12279,-0.968671
4.581,3.10382,-0.955181
4.582,3.11975,-0.968418
4.583,3.12401,-0.994881
4.584,3.13525,-0.966838
4.585,3.11955,-0.972574
4.586,3.12725,-0.901362
4.587,3.12666,-0.933353
4.588,3.13185,-0.925635
4.589,3.13779,-0.930037
4.59,3.13938,-0.904073
4.591,3.14011,-0.906361
4.592,3.13695,-0.892641
4.593,3.14334,-0.881577
4.594,3.13491,-0.879841
4.595,3.14781,-0.856897
4.596,3.13936,-0.862477
4.597,3.14732,-0.835471
4.598,3.13746,-0.840872
4.599,3.1438,-0.812655
4.6,3.14413,-0.809075
4.601,3.14051,-0.757321
4.602,3.13757,-0.749694
4.603,3.1388,-0.745237
4.604,3.13835,-0.745505
4.605,3.14289,-0.739523
4.606,3.13988,-0.66985
4.607,3.14739,-0.657631
4.608,3.1485,-0.656559
4.609,3.12566,-0.655524
4.61,3.12947,-0.597097
4.611,3.12725,-0.592312
4.612,3.13172,-0.590616
4.613,3.13988,-0.52917
4.614,3.14928,-0.533761
4.615,3.12644,-0.509831
4.616,3.13863,-0.505086
4.617,3.12149,-0.479258
4.618,3.12498,-0.374826
4.619,3.1259,-0.365587
4.62,3.12608,-0.365128
4.621,3.12374,-0.353829
4.622,3.12478,-0.351154
4.623,3.1154,-0.364483
4.624,3.1145,-0.364473
4.625,3.12483,-0.350406
4.626,3.12512,-0.309294
4.627,3.13486,-0.29902
4.628,3.1337,-0.277304
4.629,3.11556,-0.216708
4.63,3.10292,-0.222855
4.631,3.12531,-0.203837
4.632,3.10792,-0.196934
4.633,3.12269,-0.191036
4.634,3.11332,-0.144226
4.635,3.12372,-0.146832
4.636,3.11777,-0.126672
4.637,3.12076,-0.108711
4.638,3.11294,-0.0471469
4.639,3.1025,-0.0480944
4.64,3.10141,-0.0477723
4.641,3.11232,-0.0342988
4.642,3.12014,0.00910068
4.643,3.10983,0.0283658
4.644,3.11433,0.040005
4.645,3.10659,0.0565602
4.646,3.10803,0.0763066
4.647,3.10352,0.100697
4.648,3.10217,0.223772
4.649,3.11111,0.215542
4.65,3.11135,0.216604
4.651,3.10811,0.231433
4.652,3.10877,0.23464
4.653,3.10325,0.222367
4.654,3.10233,0.222925
4.655,3.11022,0.23628
4.656,3.10722,0.238519
4.657,3.11229,0.31844
4.658,3.12264,0.288924
4.659,3.12126,0.362494
4.66,3.11019,0.364646
4.661,3.11588,0.357902
4.662,3.10859,0.400703
4.663,3.10532,0.430661
4.664,3.11413,0.443894
4.665,3.10602,0.448646
4.666,3.10565,0.449007
4.667,3.10715,0.5206
4.668,3.11582,0.497922
4.669,3.10366,0.540601
4.67,3.09694,0.564506
4.671,3.1087,0.572821
4.672,3.10526,0.572277
4.673,3.1075,0.629871
4.674,3.11477,0.62014
4.675,3.08328,0.644377
4.676,3.09677,0.633856
4.677,3.10215,0.677567
4.678,3.11297,0.680855
4.679,3.11187,0.760853
4.68,3.10309,0.755229
4.681,3.10213,0.755858
4.682,3.11196,0.77256
4.683,3.11245,0.774869
4.684,3.10539,0.768788
4.685,3.10777,0.811625
4.686,3.09533,0.819372
4.687,3.10492,0.841412
4.688,3.10087,0.897098
4.689,3.11173,0.911761
4.69,3.11202,0.914596
4.691,3.10741,0.90601
4.692,3.09954,0.928108
4.693,3.11123,0.933307
4.694,3.11982,0.966947
4.695,3.11829,0.971965
4.696,3.11827,0.975873
4.697,3.1164,1.03736
4.698,3.11106,1.03561
4.699,3.12434,1.04024
4.7,3.12048,1.04129
4.701,3.12016,1.04308
4.702,3.12997,1.04983
4.703,3.13087,1.05649
4.704,3.12336,1.06321
4.705,3.10842,1.08532
4.706,3.11109,1.09584
4.707,3.1254,1.10338
4.708,3.12971,1.11339
4.709,3.11661,1.11278
4.71,3.12205,1.12695
4.711,3.11822,1.14432
4.712,3.12615,1.15128
4.713,3.123,1.14992
4.714,3.12274,1.15154
4.715,3.12875,1.14641
4.716,3.12989,1.14499
4.717,3.1353,1.16522
4.718,3.12576,1.154
4.719,3.13167,1.15815
4.72,3.13013,1.1573
4.721,3.14524,1.14955
4.722,3.12943,1.14425
4.723,3.1467,1.1738
4.724,3.12802,1.15802
4.725,3.13763,1.16807
4.726,3.13833,1.16211
4.727,3.14332,1.14105
4.728,3.14582,1.14188
4.729,3.14635,1.14287
4.73,3.14072,1.14318
4.731,3.14394,1.14691
4.732,3.14515,1.14902
4.733,3.13405,1.13993
4.734,3.13339,1.1405
4.735,3.14176,1.14721
4.736,3.14336,1.14896
4.737,3.14348,1.11023
4.738,3.15101,1.11657
4.739,3.15041,1.1073
4.74,3.14474,1.06319
4.741,3.14961,1.06794
4.742,3.14493,1.0619
4.743,3.14435,1.06154
4.744,3.15227,1.07032
4.745,3.14329,1.06543
4.746,3.13363,1.05381
4.747,3.1436,1.05392
4.748,3.14105,1.04251
4.749,3.14699,1.0082
4.75,3.14686,1.01305
4.751,3.1488,0.999082
4.752,3.13865,1.00251
4.753,3.14848,0.991943
4.754,3.14416,0.989079
4.755,3.14631,0.969184
4.756,3.15154,0.968252
4.757,3.15464,0.953951
4.758,3.16189,0.937989
4.759,3.15265,0.921483
4.76,3.16692,0.913588
4.761,3.15093,0.897951
4.762,3.16528,0.884426
4.763,3.14901,0.872622
4.764,3.15176,0.829664
4.765,3.15884,0.839522
4.766,3.1522,0.832782
4.767,3.14212,0.7705
4.768,3.1552,0.782444
4.769,3.15617,0.783845
4.77,3.1392,0.757853
4.771,3.14756,0.760329
4.772,3.15682,0.747491
4.773,3.13647,0.660008
4.774,3.15042,0.661743
4.775,3.15145,0.66252
4.776,3.14009,0.646985
4.777,3.1388,0.64616
4.778,3.15303,0.650813
4.779,3.15747,0.601526
4.78,3.14669,0.590912
4.781,3.1439,0.519651
4.782,3.14842,0.518789
4.783,3.14532,0.512086
4.784,3.14986,0.490069
4.785,3.14983,0.459029
4.786,3.14865,0.451342
4.787,3.15194,0.392292
4.788,3.14326,0.385936
4.789,3.15188,0.376161
4.79,3.14577,0.368134
4.791,3.15065,0.362262
4.792,3.14633,0.280993
4.793,3.13816,0.278713
4.794,3.13908,0.26501
4.795,3.13751,0.267027
4.796,3.14068,0.204689
4.797,3.14,0.203213
4.798,3.14079,0.187916
4.799,3.14114,0.181079
4.8,3.13591,0.11714
4.801,3.13517,0.116171
4.802,3.13726,0.107825
4.803,3.13558,0.0888601
4.804,3.1429,-0.0480106
4.805,3.12991,-0.0510798
4.806,3.12869,-0.0538967
4.807,3.14608,-0.0479179
4.808,3.13365,-0.0556408
4.809,3.13323,-0.0575647
4.81,3.13241,-0.0594653
4.811,3.14115,-0.0579876
4.812,3.13153,-0.0696779
4.813,3.13476,-0.0789124
4.814,3.11039,-0.18692
4.815,3.12874,-0.165003
4.816,3.11996,-0.192259
4.817,3.13466,-0.215394
4.818,3.12863,-0.229188
4.819,3.13385,-0.307732
4.82,3.12854,-0.312016
4.821,3.12786,-0.314141
4.822,3.13639,-0.314502
4.823,3.12963,-0.358871
4.824,3.13728,-0.358187
4.825,3.13481,-0.361995
4.826,3.13536,-0.384839
4.827,3.12212,-0.41579
4.828,3.12936,-0.437506
4.829,3.11326,-0.500302
4.83,3.12222,-0.508574
4.831,3.11505,-0.52287
4.832,3.12239,-0.52619
4.833,3.11521,-0.54036
4.834,3.12274,-0.544253
4.835,3.12343,-0.544604
4.836,3.1155,-0.558106
4.837,3.13341,-0.646777
4.838,3.12637,-0.641536
4.839,3.13532,-0.644835
4.84,3.12825,-0.645371
4.841,3.11705,-0.655993
4.842,3.13356,-0.726901
4.843,3.11966,-0.72641
4.844,3.12089,-0.72544
4.845,3.12581,-0.731121
4.846,3.11719,-0.76839
4.847,3.12846,-0.791041
4.848,3.11946,-0.803696
4.849,3.12648,-0.802111
4.85,3.12831,-0.814437
4.851,3.13195,-0.818499
4.852,3.1284,-0.829807
4.853,3.1326,-0.866285
4.854,3.12821,-0.871552
4.855,3.13655,-0.874264
4.856,3.12964,-0.90776
4.857,3.13303,-0.913872
4.858,3.12688,-0.921751
4.859,3.12754,-0.932881
4.86,3.12127,-0.950449
4.861,3.12894,-0.957281
4.862,3.12263,-0.992776
4.863,3.12438,-0.994728
4.864,3.12174,-1.00183
4.865,3.12315,-1.00277
4.866,3.12439,-1.02647
4.867,3.13092,-1.02352
4.868,3.12645,-1.02853
4.869,3.12516,-1.03794
4.87,3.12806,-1.06123
4.871,3.13521,-1.06431
4.872,3.12743,-1.07267
4.873,3.13093,-1.07404
4.874,3.13186,-1.08688
4.875,3.135,-1.07973
4.876,3.13361,-1.09702
4.877,3.13411,-1.10133
4.878,3.14086,-1.09991
4.879,3.13534,-1.10859
4.88,3.13294,-1.12617
4.881,3.13955,-1.113
4.882,3.13727,-1.12568
4.883,3.13496,-1.1295
4.884,3.14358,-1.12997
4.885,3.1404,-1.1335
4.886,3.14093,-1.13404
4.887,3.14402,-1.13828
4.888,3.14609,-1.13253
4.889,3.13869,-1.14555
4.89,3.14224,-1.13825
4.891,3.14616,-1.13611
4.892,3.13513,-1.14939
4.893,3.14429,-1.1363
4.894,3.14349,-1.1383
4.895,3.14841,-1.13287
4.896,3.13438,-1.11895
4.897,3.13674,-1.13263
4.898,3.13589,-1.13581
4.899,3.14531,-1.10998
4.9,3.1448,-1.1102
4.901,3.14434,-1.10913
4.902,3.14757,-1.13135
4.903,3.14855,-1.13284
4.904,3.1378,-1.12417
4.905,3.13625,-1.12598
4.906,3.15143,-1.11953
4.907,3.15237,-1.11974
4.908,3.14292,-1.12068
4.909,3.15668,-1.09024
4.91,3.14519,-1.09807
4.911,3.14324,-1.06891
4.912,3.14047,-1.06122
4.913,3.14477,-1.06163
4.914,3.14582,-1.06129
4.915,3.13566,-1.06902
4.916,3.13896,-1.06459
4.917,3.1311,-1.01991
4.918,3.12456,-1.02928
4.919,3.14726,-0.998332
4.92,3.12663,-1.02661
4.921,3.1423,-0.993698
4.922,3.14406,-0.995665
4.923,3.14241,-0.997594
4.924,3.15206,-0.966222
4.925,3.14726,-0.974862
4.926,3.15294,-0.942822
4.927,3.1497,-0.956143
4.928,3.15331,-0.924965
4.929,3.1515,-0.928683
4.93,3.15334,-0.898142
4.931,3.14188,-0.834099
4.932,3.14585,-0.829668
4.933,3.14728,-0.829623
4.934,3.13182,-0.826167
4.935,3.13057,-0.826767
4.936,3.14472,-0.818925
4.937,3.14563,-0.818752
4.938,3.13455,-0.820516
4.939,3.13369,-0.821336
4.94,3.14104,-0.769112
4.941,3.12675,-0.762269
4.942,3.13395,-0.761035
